4 0.788041 423.272064, 853.815247, 152.87674, 112.204895
4 0.765431 1110.226562, 16.133307, 161.048584, 125.837488
4 0.764277 1273.543091, 20.060192, 149.157837, 116.612751
4 0.755934 795.07843, 26.928595, 167.466187, 116.903635
4 0.753286 834.246704, 854.972961, 145.407593, 108.546265
4 0.747447 1684.753906, 621.470825, 159.748413, 115.996155
4 0.745056 564.313171, 857.200073, 136.597473, 107.833801
4 0.744563 194.13559, 14.145251, 165.498688, 139.651044
4 0.743185 269.348877, 711.750671, 158.125092, 124.199829
4 0.738594 950.013855, 407.660858, 157.812317, 92.889923
4 0.73776 1244.933472, 629.701172, 150.505859, 107.591919
4 0.736264 813.69104, 181.154816, 126.587097, 98.598572
4 0.73144 121.432999, 716.382324, 162.429306, 117.233093
4 0.730827 1099.915771, 403.733826, 158.944092, 99.735596
4 0.729365 1846.859619, 624.060608, 73.140381, 112.173035
4 0.727422 1250.769165, 482.023132, 150.011475, 115.119263
4 0.727043 354.902283, 256.79657, 159.77356, 121.026031
4 0.723525 212.007477, 274.118713, 152.147156, 100.712677
4 0.722505 975.555847, 856.554016, 141.413879, 106.504089
4 0.721929 489.203033, 41.016102, 162.570038, 107.320522
4 0.719714 953.10968, 17.283123, 165.694519, 121.615833
4 0.718699 135.393677, 863.986938, 176.863373, 108.894104
4 0.717646 1091.289673, 623.117798, 151.684692, 113.956909
4 0.71743 672.428101, 176.328339, 147.785278, 98.573273
4 0.716925 1106.163574, 859.281555, 136.427368, 102.08905
4 0.71672 0.0, 731.785217, 136.200562, 103.405579
4 0.716452 1396.937866, 270.295227, 162.404907, 103.211456
4 0.714306 949.223633, 627.549683, 152.550049, 108.611511
4 0.711308 1105.484375, 257.927582, 157.69104, 115.010071
4 0.70816 93.771431, 477.289978, 145.376488, 119.205017
4 0.707707 1648.349243, 861.086121, 170.779663, 119.872864
4 0.705904 658.027588, 286.677734, 152.024048, 98.520081
4 0.705187 1541.562988, 467.998688, 165.565674, 118.223724
4 0.704051 1382.972412, 626.752075, 144.114624, 111.19751
4 0.703882 674.635254, 622.959839, 153.06366, 122.134766
4 0.703848 1520.119385, 618.449524, 174.458496, 127.2276
4 0.697628 1389.148804, 486.141602, 162.63501, 102.432251
4 0.690154 1710.428467, 258.118164, 163.559814, 110.661285
4 0.68919 1260.909424, 275.292847, 148.12793, 97.416199
4 0.688894 797.471008, 276.288208, 159.818726, 106.08075
4 0.687409 1670.691162, 738.264587, 147.236816, 92.516968
4 0.687187 1567.520752, 172.370331, 166.654419, 86.144684
4 0.686179 155.655121, 966.80957, 166.575104, 86.94043
4 0.685447 429.162994, 966.337708, 146.858124, 90.360779
4 0.683623 642.401245, 21.047253, 160.40332, 121.837482
4 0.681656 1410.408203, 16.283558, 175.532227, 121.402462
4 0.68162 502.048584, 182.438629, 170.838501, 104.384521
4 0.680867 1266.750366, 181.957428, 145.055542, 88.766754
4 0.678289 816.363586, 627.654907, 144.960327, 108.7229
4 0.67728 946.250671, 176.641022, 175.363464, 103.045166
4 0.675153 228.292267, 462.131012, 167.237396, 142.143524
4 0.672342 691.29303, 856.853333, 152.058167, 115.137268
4 0.672236 514.660706, 289.665283, 154.236206, 92.563232
