1 0.83563 400.710114, 244.672119, 94.125183, 162.574646
1 0.830105 139.416855, 245.007477, 111.189346, 158.365906
1 0.820623 479.451172, 394.564606, 95.18573, 150.944244
1 0.813773 318.42514, 246.901169, 97.148987, 157.477798
1 0.813419 321.222351, 395.460114, 93.492737, 146.786591
1 0.809372 401.290588, 393.217804, 90.35437, 148.793243
1 0.796461 241.041412, 392.334473, 93.13501, 151.607788
1 0.793661 154.314667, 386.705017, 98.40567, 153.083679
1 0.786786 715.062561, 236.975861, 97.740295, 173.813385
1 0.779543 69.864334, 389.493195, 99.680344, 151.328705
1 0.759241 571.769714, 402.357361, 91.967224, 141.786255
1 0.753262 233.760773, 242.937698, 98.182404, 161.063217
1 0.728751 28.15827, 246.396149, 109.523783, 151.027435
1 0.708212 715.711548, 401.757538, 85.476196, 138.044891
1 0.68372 60.034069, 1578.589233, 109.950886, 281.014038
1 0.682178 650.067627, 405.69342, 82.39386, 134.660217
1 0.6752 390.350006, 1561.146484, 150.626862, 161.342529
1 0.659206 711.709167, 985.223755, 90.344849, 219.510742
1 0.6585 5.896939, 384.522736, 99.641376, 155.940704
1 0.644843 689.19812, 1307.890015, 83.385986, 217.87439
1 0.641902 151.91153, 632.060974, 93.585815, 263.787659
1 0.639378 556.580444, 1288.988281, 85.925537, 232.695557
1 0.632346 731.435608, 661.490234, 89.412354, 231.047363
1 0.631731 658.540588, 660.43866, 87.591858, 233.456055
1 0.630705 786.381226, 986.162964, 87.292786, 218.275757
1 0.625487 234.333572, 633.022095, 99.271591, 262.527832
1 0.624383 195.83049, 944.345581, 88.922256, 232.384033
1 0.622059 760.16748, 1301.594604, 84.951294, 221.139282
1 0.621064 978.883301, 651.764648, 94.039795, 242.522095
1 0.619971 91.864456, 634.287354, 84.743744, 249.770447
1 0.616254 949.274597, 1259.989014, 106.624573, 222.069702
1 0.614784 135.058624, 1576.651855, 111.811523, 286.224487
1 0.614683 485.892517, 1284.543213, 91.972839, 234.057373
1 0.613745 423.467682, 1275.1073, 86.896759, 238.707642
1 0.609744 477.024994, 956.437683, 92.656281, 225.69281
1 0.606893 266.457611, 943.498718, 94.70459, 236.502991
1 0.602909 81.882545, 1267.121094, 83.420265, 231.819946
1 0.602767 285.612488, 1277.625977, 93.636169, 234.167358
1 0.602755 225.492798, 1576.515747, 115.251709, 285.844604
1 0.600454 13.859973, 1253.390869, 84.434476, 244.636597
1 0.597826 633.41272, 979.768433, 93.979004, 222.577393
1 0.597746 937.524231, 952.270508, 94.008606, 210.993896
1 0.595736 807.154724, 661.797485, 94.309143, 233.424316
1 0.594417 150.234161, 1289.544189, 95.96962, 225.903198
1 0.588421 129.455795, 943.885376, 87.593979, 239.414795
1 0.587708 830.916138, 1303.594971, 93.292725, 222.663086
1 0.585279 338.844177, 949.146179, 93.904419, 237.566833
1 0.580759 582.474609, 661.34668, 90.291382, 235.888855
1 0.577826 323.150879, 634.790649, 86.175293, 250.808594
1 0.575962 195.113571, 244.020798, 105.637344, 161.006729
1 0.574901 858.329895, 980.187988, 91.215637, 221.225952
1 0.568309 392.67691, 632.637085, 95.054291, 261.928528
1 0.56081 629.523987, 1296.442139, 77.923523, 214.169434
1 0.560165 558.380676, 961.108582, 86.612488, 212.269348
1 0.554888 894.910278, 656.902649, 97.652527, 239.889709
1 0.550993 6.354245, 945.210571, 63.525065, 237.873413
1 0.545855 505.286194, 657.538452, 92.456726, 234.552185
1 0.543054 359.932922, 1249.8479, 75.13089, 208.045776
1 0.535553 145.431717, 314.322784, 104.61911, 179.577789
1 0.527353 405.581207, 945.887573, 80.256836, 218.653687
1 0.522883 987.962708, 278.867615, 92.037292, 273.695007
1 0.522469 58.886158, 936.438477, 86.839428, 225.069092
1 0.502485 248.634232, 1267.960693, 83.024521, 227.198364
1 0.480317 844.977539, 654.839478, 101.069702, 242.812073
1 0.410196 588.211853, 1279.663452, 95.211731, 242.419189
1 0.401285 286.464905, 635.141235, 99.096466, 257.250061
1 0.382433 539.136597, 652.126892, 100.528259, 250.271545
1 0.373009 740.036438, 973.389526, 100.390442, 233.711182
1 0.349775 794.663452, 401.292786, 76.539307, 138.017944
1 0.337952 426.34082, 647.223877, 98.829224, 255.324768
1 0.336397 21.768763, 666.004395, 105.299574, 226.262695
1 0.33526 859.21991, 399.222748, 73.527954, 138.633575
1 0.332098 22.726086, 315.815857, 102.809582, 229.308289
1 0.320293 596.755066, 963.673645, 103.025574, 232.423035
2 0.650405 951.828125, 1618.558838, 124.953369, 190.926147
3 0.54413 139.416855, 245.007477, 111.189346, 158.365906
3 0.52911 715.062561, 236.975861, 97.740295, 173.813385
3 0.503429 951.828125, 1618.558838, 124.953369, 190.926147
3 0.482381 479.451172, 394.564606, 95.18573, 150.944244
3 0.478819 400.710114, 244.672119, 94.125183, 162.574646
3 0.463138 731.656677, 662.814697, 89.816956, 231.494263
3 0.461657 91.864456, 634.287354, 84.743744, 249.770447
3 0.433652 60.034069, 1578.589233, 109.950886, 281.014038
3 0.415312 653.394958, 402.773743, 76.539551, 138.819092
3 0.394945 165.090057, 635.137817, 102.80307, 261.657104
3 0.391761 404.511047, 397.3125, 84.795776, 143.538391
3 0.377216 244.679764, 396.470398, 86.726425, 144.094543
3 0.370031 940.79187, 1261.948486, 114.395874, 229.682129
3 0.367713 135.058624, 1576.651855, 111.811523, 286.224487
