2 0.57681 0.674377, 458.525879, 115.232315, 247.400269
2 0.392668 89.54332, 436.174896, 213.707809, 265.576202
4 0.77658 633.703613, 1171.64209, 168.074341, 185.614868
4 0.765549 757.49231, 707.124756, 136.793945, 205.742737
4 0.764384 313.232513, 1268.682373, 178.998108, 181.843262
4 0.762386 478.75473, 1226.432495, 165.987213, 165.001343
4 0.760286 167.998978, 1021.581238, 194.410355, 203.921936
4 0.740778 337.278137, 808.985474, 181.509583, 214.742432
4 0.731492 955.645691, 410.43692, 124.354309, 202.20871
4 0.729347 648.624756, 410.581543, 187.265564, 219.834351
4 0.717706 121.266624, 1316.917236, 201.786812, 208.004028
4 0.713902 140.914886, 815.248718, 201.222321, 224.230286
4 0.712902 811.345642, 409.969421, 170.887146, 203.22699
4 0.709417 462.134277, 411.856018, 189.390625, 239.085449
4 0.70431 487.353821, 1656.499268, 147.990784, 188.453491
4 0.70238 2.051868, 455.141022, 111.06857, 248.169037
4 0.70076 153.239105, 1491.208252, 183.30957, 196.391968
4 0.69658 335.337097, 1702.384033, 173.848633, 192.294922
4 0.695574 484.394928, 1372.870117, 153.746796, 173.622803
4 0.693988 750.795593, 900.223022, 130.286072, 178.346313
4 0.692769 616.852661, 1773.902954, 116.049316, 108.372192
4 0.692367 0.0, 841.071472, 151.579971, 229.104553
4 0.691405 611.395386, 1623.729248, 119.78241, 168.194824
4 0.680507 619.795288, 746.502747, 175.822632, 223.71698
4 0.676444 349.636993, 999.566528, 172.834381, 191.352173
4 0.670024 783.433228, 1281.834961, 137.843506, 159.170532
4 0.669809 878.979309, 688.951721, 183.41449, 208.414673
4 0.669626 814.259583, 178.032837, 190.567749, 227.027893
4 0.668054 0.0, 1467.447998, 134.222977, 270.88208
4 0.665437 626.534546, 1331.874023, 155.266602, 158.504517
4 0.665121 647.2005, 158.598907, 204.099304, 260.016663
4 0.664115 703.84845, 1559.546143, 158.345093, 207.967896
4 0.65989 0.0, 1065.286255, 175.795609, 206.785767
4 0.656337 326.22467, 1426.79541, 174.458282, 194.042358
4 0.6553 496.786041, 969.954712, 140.592194, 189.978882
4 0.6454 871.008423, 875.888489, 152.484558, 183.269104
